;active;udf_depotId;Customer No;Name;Street name;Door number;areaDescription;Zip code;City;x;y
;True;T100;18876;Hedegårdsskolen;Nordens Alle;56;;9700;Brønderslev;9.940254;57.281884
;True;T100;18877;Søndergades Skole;Søndergade;40;;9700;Brønderslev;9.940782;57.265742
;True;T100;18878;Vodskov Skole;Brorsonsvej;1;;9310;Vodskov;10.02575;57.10899
;True;T100;18879;Ø. Brønderslev Centralsk.;Elmevej;100;;9700;Brønderslev;10.006819;57.248453
;True;T100;18880;Privatsk. I Frederikshavn;Peter Wesselsvej;1;;9900;Frederikshavn;10.513475;57.43551
;True;T100;18881;Pandrup Skole;Blokhusvej;41;;9400;Pandrup;9.899225;57.06775
;True;T100;18882;Vestbjerg Skole;Bakmøllevej;280;;9380;Vestbjerg;9.962465;57.13584
;True;T100;18883;Asaa Skole;Ankervej;1;;9340;Asaa;10.40165;57.149575
;True;T100;18884;Hjallerup Skole;Idræts Alle;6;;9320;Hjallerup;10.15422;57.165807
;True;T100;18885;Klokkerholm Skole;Smørblomstvej;5 A;Klokkerholm;9320;Hjallerup;10.15405;57.20811
;True;T100;18887;Frejlev Skole;Frejlev Skolevej 7, Frejlev;;Frejlev;9200;Ålborg SV;9.812425;57.00935
;True;T100;18888;Fakta Terndrup;Terndrup Center;1 A;;9575;Terndrup;10.05835;56.81243
;True;T100;18889;Fakta Herning;Vestergade;10;;7400;Herning;8.964495;56.136265
;True;T100;18981;Rekl. PIORH lev.Brabrand;Skanderborgvej 277;;;8260;Viby J;10.174843;56.136045
;True;T100;18990;LUKKET Metro Ålborg;Fiskene;10;;9200;Ålborg Sv;9.869631;57.000217
;True;T100;19083;Min Købmand Grenå;Trekanten;46;;8500;Grenå;10.87758;56.3917
;True;T100;193;Reitan Distribution A/S;Marsalle;32;;8700;HORSENS;9.798799;55.836925
;True;T100;20030;LUKKET Metro Tranbjerg;Sletvej;36;;8310;Tranbjerg J;10.13474;56.106345
;True;T100;2011;Kvickly Åbyhøj;Haslevej;3;Åbyhøjcentret;8230;Åbyhøj;10.165365;56.15605
;True;T100;20142;Netto Herning;Silkeborgvej;82 B;HERNING;7400;Herning;8.993195;56.13335
;True;T100;20143;Føtex Herning;Bredgade;43;;7400;Herning;8.970919;56.136196
;True;T100;2052;Superbrugsen Bjerringbro;Markedsgade;1;;8850;Bjerringbro;9.655088;56.374817
;True;T100;20892;Letkøb Staby;Stabyvej;61;;6990;Ulfborg;8.240108;56.265741
;True;T100;20910;Fakta Gistrup;Nøvlingvej;27;;9260;Gistrup;9.996735;56.998
;True;T100;20937;Fakta Randersvej Silkeborg;Randersvej;10;;8600;Silkeborg;9.577534;56.187908
;True;T100;2096;Dagli' Brugsen Allingåbro;Hovedgaden;80;;8961;Allingåbro;10.334423;56.463789
;True;T100;2100;DagliBrugsen Anholt;Beringvej;2;;8361;Hasselager;10.070303;56.099472
;True;T100;2104;Superbrugsen Ans;Søndermarksgade;16;;8643;Ans By;9.59471;56.30552
;True;T100;21045;Fakta Hadsten;Kirketorvet;1;;8370;Hadsten;10.04609;56.32897
;True;T100;21056;Inco CC Århus A/S;Blomstervej;5;;8381;Tilst;10.126109;56.182954
;True;T100;21061;Fakta Aars;Markedsvej;3 A;;9600;Aars;9.510274;56.801218
;True;T100;21076;Rema 1000 Hirtshals;Banegårdspladsen;13;;9850;Hirtshals;9.961097;57.591276
;True;T100;21083;AB Catering Hinnerup;Beta 1;;;8382;Hinnerup;10.110099;56.23524
;True;T100;2113;Superbrugsen Assentoft;Storegade;51;ASSENTOFT;8960;Randers Sø;10.145405;56.440135
;True;T100;2115;Superbrugsen Solbjerg;Østergårdsvej;278;;8355;Solbjerg;10.083412;56.037152
;True;T100;21167;Kvickly Års;Markedsvej;3;;9600;Års;9.510274;56.801218
;True;T100;21168;Kvickly Års;Markedsvej;3;;9600;Års;9.510274;56.801218
;True;T100;21171;Kvickly Grenå Bageri;Østerbrogade;55;;8500;Grenå;10.88787;56.414335
;True;T100;21172;Kvickly Grenå;Østerbrogade;55;;8500;Grenå;10.88787;56.414335
;True;T100;21215;Min Købmand Trustrup;Århusvej;191;GRENÅ;8570;Trustrup;10.771031;56.347551
;True;T100;21217;Min Købmand Hodsager;Hovedgaden;31;Hodsager;7490;Aulum;8.85579;56.313855
;True;T100;2123;Dagli' Brugsen Ballen;Beringvej;2;;8361;Hasselager;10.070303;56.099472
;True;T100;21238;Vester Hassing Skole;Halsvej 199, V.Hassing;;;9310;Vodskov;10.163921;57.079799
;True;T100;21241;Dronninglund Skole;Rørholtvej;20;;9330;Dronninglund;10.28584;57.15112
;True;T100;21242;Agersted Skole;Præstbrovej;23;Dronninglund;9330;Dronninglund - R 50;10.38195;57.19972
;True;T100;21244;Min Købmand Østerby Havn;Havnegade;2;Østerby;9940;Læsø;10.538092;57.436418
;True;T100;21249;Løvbjerg Ikast;Vestergade;63;;7430;Ikast;9.142625;56.138511
;True;T100;21250;Løvbjerg Struer;Søndergårdsvej;2;;7600;Struer;8.58284;56.484145
;True;T100;21251;Løvbjerg Nykøbing Mors;Vestergade;15;;7900;Nykøbing M;8.854938;56.794189
;True;T100;21252;Løvbjerg Trøjborg;Otto Rudsgade;98;;8200;Aarhus N;10.211938;56.172214
;True;T100;21254;Løvbjerg Skanderborg;Adelgade;70;;8660;Skanderborg;9.93211;56.033099
;True;T100;21256;Løvbjerg Viborg;Koldingvej;130;;8800;Viborg;9.387558;56.42989
;True;T100;21257;Løvbjerg Brønderslev;Arkaden;14;;9700;Brønderslev;9.947805;57.266415
;True;T100;21263;Bislev Skole;Halkærvej;42;;9240;Nibe;9.608909;56.944158
;True;T100;21264;Min Købmand;Knudsgade;100;;9700;Brønderslev;9.961505;57.27009
;True;T100;21277;Min Købmand Vridsted;Egebjergvej;4;Vridsted;7800;Skive;9.006966;56.442429
;True;T100;21294;Fakta Q Ålborg;Vesterbro;62;;9000;Ålborg;9.91654;57.04922
;True;T100;21296;Fakta Q Guldsmedegade Århus;Guldsmedegade;42;;8000;Aarhus C;10.20779;56.159625
;True;T100;21307;Min Købmand Fabjerg;Fabjergstad;52;Fabjerg;7620;Lemvig;8.383552;56.525544
;True;T100;21318;Fakta Sindal;Ved Banen;14;;9870;Sindal;10.195945;57.46992
;True;T100;21319;SPAR THYBORØN;Drejøvej;1;;7680;Thyborøn;8.214935;56.695124
;True;T100;21322;Superbrugsen Thisted;Vestergade;15;;7700;Thisted;8.68758;56.954784
;True;T100;21323;SuperBrugsen Thisted, Bageri;Vestergade;15;;7700;Thisted;8.68758;56.954784
;True;T100;21324;SuperBrugsen Thisted, Delikatesse;Vestergade;15;;7700;Thisted;8.68758;56.954784
;True;T100;21325;SuperBrugsen Thisted, Salgsområde;Vestergade;15;;7700;Thisted;8.68758;56.954784
;True;T100;21339;Kvickly Metropol Hjørring;Østergade;30;;9800;Hjørring;9.992208;57.458091
;True;T100;21353;LUKKET Netto Hasle;Ryhavevej;28;HASLE;8210;Aarhus V;10.156514;56.165791
;True;T100;21387;MENYÅrhus C;Skanderborgvej;18-24;;8000;Aarhus C;10.185124;56.141765
;True;T100;21394;MENY Sæby;Stygge Krumpens Vej;2;;9300;Sæby;10.50276;57.332755
;True;T100;21402;Fakta Løkken;Industrivej;4;;9480;Løkken;9.728202;57.373309
;True;T100;21410;Catering Samsø;Industrivej;6;;8305;Samsø;10.598863;55.834951
;True;T100;21411;Spar Humlum;Vesterbrogade;2;;7600;Struer;8.55121;56.539725
;True;T100;21421;Superland Sindal;Ved Banen;9;;9870;Sindal;10.197669;57.470063
;True;T100;21433;Min Købmand Laurbjerg;Kirkevej;1;Laurbjerg;8870;Langå;9.917215;56.356305
;True;T100;21437;Rema 1000 Skagen;Kattegatvej;3;;9990;Skagen;10.564255;57.726166
;True;T100;21439;Letkøb Ydby;Oddesundvej;267;Ydby;7790;Hurup Thy;8.465399;56.679737
;True;T100;21468;Fakta Randers;Gl. Jenumvej;3;;8930;Randers Nø;10.040848;56.480362
;True;T100;21481;Kiwi Them 154;Silkeborgvej;66-68;;8653;Them;9.548319;56.09336
;True;T100;21483;Kiwi Brovst 157;Vestergade;30;;9460;Brovst;9.520375;57.09719
;True;T100;21485;Kiwi Åbyhøj;Silkeborgvej;263;;8230;Åbyhøj;10.166285;56.15523
;True;T100;21486;Kiwi Hadsten 109;Ågade;20;;8370;Hadsten;10.04432;56.32835
;True;T100;21487;Kiwi Hammel 111;Nørreport;6;;8450;Hammel;9.864696;56.256697
;True;T100;21488;Kiwi Lystrup 125;Lyshøjen;1;;8520;Lystrup;10.238365;56.228605
;True;T100;21489;Kiwi Dronninglund 158;Stationstorvet;2;;9330;Dronninglund;10.29255;57.1605
;True;T100;21490;Kiwi Fr. Allé, Århus C. 108;Frederiks Alle;170;;8000;Aarhus C;10.194253;56.146488
;True;T100;21491;Kiwi Egå 101;Blomstervangen;1;;8250;Egå;10.274864;56.205793
;True;T100;21492;Kiwi Hinnerup 113;Pakhusvej;7;;8382;Hinnerup;10.06267;56.265465
;True;T100;21493;LUKKET Kiwi Galten 110;Torvet;2;;8464;Galten;9.903935;56.154975
;True;T100;21494;Kiwi Ebeltoft 105;Sønder Skovvej;2;;8400;Ebeltoft;10.703653;56.238445
;True;T100;21503;Kiwi Ikast 107;Grønlandsgade;15;;7430;Ikast;9.166895;56.137325
;True;T100;21505;Kiwi Grenå 129;De Lichtenbergsvej;11-13;;8500;Grenå;10.912885;56.40805
;True;T100;21506;Kiwi Skovvejen, Århus C. 146;Skovvejen;17;;8000;Aarhus C;10.216992;56.164259
;True;T100;21513;Kiwi Ryomgård 128;Vestergade;98;;8550;Ryomgård;10.491105;56.381977
;True;T100;21514;LUKKET Kiwi Møllevangsalle;Møllevangsalle;151;;8210;Aarhus V;10.18469;56.170905
;True;T100;21515;Kiwi Nibe 131;Skomagertorvet;7;;9240;Nibe;9.637675;56.981405
;True;T100;21516;Kiwi Hadsund 136;Himmerlandsgade;6-8;;9560;Hadsund;10.112484;56.717207
;True;T100;21517;Kiwi Bjerringbro 115;Brogade;30-34;;8850;Bjerringbro;9.660225;56.370351
;True;T100;21520;Kiwi Hobro 114;Forsythiavej;2;;9500;Hobro;9.770955;56.652055
;True;T100;21521;Kiwi Pandrup 126;Bredgade;6;;9490;Pandrup;9.677059;57.224505
;True;T100;21522;Kiwi Kridthøj (Højbjerg) 127;Kridthøjvej;8;;8270;Højbjerg;10.193188;56.117561
;True;T100;21523;Kiwi Støvring 137;Grangårdcentret;51;;9530;Støvring;9.835565;56.888055
;True;T100;21524;Kiwi Hornslet 121;Tingvej;43;;8543;Hornslet;10.31329;56.31966
;True;T100;21525;Kiwi Auning 112;Mølletorvet;5;;8963;Auning;10.376135;56.429419
;True;T100;21526;LUKKET Kiwi Fr.Havn 120;Maigårdsvej;3;;9900;Frederikshavn;10.49983;57.447068
;True;T100;21527;Kiwi Løgten 139;Grenåvej;745;;8541;Skødstrup;10.31486;56.275535
;True;T100;21528;Kiwi Stilling 103;Hotelvej;7;Stilling;8660;Skanderborg;9.985689;56.061447
;True;T100;21530;Kiwi Ålbæk 118;Sønder Havnevej;2;;9982;Ålbæk;10.41393;57.592755
;True;T100;21531;Kiwi Vrå 143;Mejerigade;15;;9760;Vrå;9.942073;57.352864
;True;T100;21532;Kiwi Assentoft 144;Park Alle;9 A;Assentoft;8960;Randers Sø;10.147655;56.439735
;True;T100;21541;Fakta Solbjerg;Solbjerg Hedevej;25;;8355;Solbjerg;10.086284;56.046148
;True;T100;21557;Min Købmand  Sæby;Grønnegade;20;;9300;Sæby;10.517145;57.334125
;True;T100;21558;Letkøb Tange;Tangesøvej;4;;8850;Bjerringbro;9.587387;56.351999
;True;T100;21574;Dagli' Brugsen Nørrehalne;Bygaden;2;NØRRE HALNE;9430;Vadum;9.872597;57.1501
;True;T100;21589;Kiwi Ringkøbing 135;Vellingvej;47;;6950;Ringkøbing;8.265761;56.078465
;True;T100;21620;Løvbjerg Viborg;Randersvej;60;;8800;Viborg;9.448629;56.453083
;True;T100;21624;Kvickly Ringkøbing Bageri;Skaadsmosevej;11;;6950;Ringkøbing;8.272175;56.08636
;True;T100;21625;Kvickly Ringkøbing;Skaadsmosevej;11;;6950;Ringkøbing;8.272175;56.08636
;True;T100;21641;Rema 1000 Søften;Ekkovej;4;;8382;Hinnerup;10.088188;56.23745
;True;T100;21652;Ravnshøj Skole;Ravnshøjvej;155;;9900;Frederikshavn;10.424027;57.452461
;True;T100;21653;Rema 1000 Romalt Randers;Romalt Boulevard;22;;8960;Randers Sø;10.09006;56.448555
;True;T100;21654;Letkøb Manna;Bredningen;101;;9700;Brønderslev;9.813944;57.28416
;True;T100;21658;Netto Finderupvej Århus;Finderupvej;1-3;;8000;Aarhus;10.18186;56.15493
;True;T100;21660;Føtex Nørresundby;Vestergade;30;;9400;Nørresundby;9.917553;57.060448
;True;T100;21670;Min Købmand Nr. felding;Sognstrupvej;4;;7500;Holstebro;8.60549;56.315515
;True;T100;21673;Rema 1000 Brabrand;Stenbækvej;1 A;;8220;Brabrand;10.117387;56.15453
;True;T100;21687;Rema 1000 Trige;Lergravvej;1;;8380;Trige;10.154005;56.25517
;True;T100;21689;Føtex Thisted;Storegade;2-6;;7700;Thisted;8.69174;56.954715
;True;T100;21701;Netto Engholm Søpark;Engholm Søpark;2;;7400;Herning;9.001797;56.150701
;True;T100;21703;LUKKET Min Købmand Godthåb;Ridemandsmøllevej;14;;9230;Svenstrup J;9.813925;56.962705
;True;T100;21762;AB Catering Hinnerup;Beta;1;;8382;Hinnerup;10.110099;56.23524
;True;T100;21775;Føtex Food Hasseris;Hasseris Bymidte;29;;9000;Aalborg;9.882856;57.036587
;True;T100;21787;Min Købmand Løvel;Gl. Aalborgvej;11;LØVEL;8830;Tjele;9.468028;56.534608
;True;T100;21792;LUKKET 119 Kiwi Hammerum;Hammerum Hovedgade;78 A;;7400;Herning;9.06296;56.133135
;True;T100;21804;Superbrugsen Ry;Parallelvej;5;;8680;Ry;9.781454;56.090379
;True;T100;21808;Superbrugsen Løgten;Grenåvej;768;;8541;Skødstrup;10.317575;56.277915
;True;T100;21823;LUKKET Letkøb-Jegindø Købmandsh;Kongevejen;64;;7790;Thyholm;8.618525;56.647955
;True;T100;21839;Spar Kristrup;Vennelystvej;56 B;;8960;Randers Sø;10.058317;56.444985
;True;T100;21841;Letkøb Hedebo Sæby;Frederikshavnsvej;110;;9300;Sæby;10.510644;57.355327
;True;T100;21846;Spar Holstebro;Struervej;63-65;;7500;Holstebro;8.61761;56.36756
;True;T100;21847;Restaurant Mellemrum;Fredens Torv;2;;8000;Aarhus C;10.21053;56.154065
;True;T100;21848;MENY Skagen;Doggerbanke;2;;9990;Skagen;10.549198;57.729945
;True;T100;21854;Letkøb  Gjerrild;Stokkebro;77;;8500;Grenå;10.821701;56.505517
;True;T100;21858;Letkøb Ørsted;Storegade;34;;8950;Ørsted;10.340365;56.50047
;True;T100;21863;Lendum Skole;Enghavevej;4;;9870;Sindal;10.296255;57.408052
;True;T100;21864;Tornby-Vidstrup Skole;Hovedvejen;35;;9850;Hirtshals;9.945545;57.534185
;True;T100;21865;Hørby Skole;Hybenvej;11;;9300;Sæby;10.382048;57.325454
;True;T100;21867;Bindslev Skole;Islandsgade;21;;9870;Sindal;10.196165;57.477115
;True;T100;21868;Astrup Skole;Skolestien;2;;9800;Hjørring;10.095797;57.475912
;True;T100;21869;Horne-Asdal Skole;Stendyssevej;80;;9850;Hirtshals;10.007463;57.564564
;True;T100;21875;Color Line Danmark Super Speed 1;Postboks;119;;9850;Hirtshals;9.97512;57.587967
;True;T100;21876;Color Line Danmark Super Speed 2;Postboks;119;;9850;Hirtshals;9.97512;57.587967
;True;T100;21877;Color Line Danmark Central Køkken.;Postboks;119;;9850;Hirtshals;9.97512;57.587967
;True;T100;21878;Color Line Danmark MS Bohus;Postboks;119;;9850;Hirtshals;9.97512;57.587967
;True;T100;21879;Color Line Danmark MS Fantasy;Postboks;119;;9850;Hirtshals;9.97512;57.587967
;True;T100;21880;Color Line Danmark Magic Køkken;Postboks;119;;9850;Hirtshals;9.97512;57.587967
;True;T100;21881;Color Line Danmark Viking Køkken;Postboks;119;;9850;Hirtshals;9.97512;57.587967
;True;T100;21901;LUKKET Min Købmand Skagen;Ulrik Plesnersvej;58;;9990;Skagen;10.57757;57.729995
;True;T100;21904;Spar Vejgård;Doravej;1;;9000;Aalborg;9.95573;57.03208
;True;T100;21905;Spar Kornblomstvej;Kornblomstvej;50;;9000;Aalborg;9.903032;57.026835
;True;T100;21907;Spar Tversted;Tannisbugtvej;38;TVERSTED;9881;Bindslev;10.187385;57.584524
;True;T100;21908;Vedersø Klit Camping;Øhusevej;23;;6990;Ulfborg;8.14596;56.25969
;True;T100;21914;Min Købmand Hobro;Løgstørvej;3;;9500;Hobro;9.779475;56.64887
;True;T100;21919;Min Købmand Bjerregrav;Gl. Ålborgvej;16;BJERREGRAV;9632;Møldrup;9.49521;56.580705
;True;T100;21920;Min Købmand Møldrup;Søndergade;2;;9632;Møldrup;9.50154;56.615635
;True;T100;21924;Nærkøb;Forbindelsesvejen;115;;9400;Nørresundby;9.934991;57.070698
;True;T100;21942;Superbrugsen Ringkøbing;Torvegade;9-11;;6950;Ringkøbing;8.24196;56.09082
;True;T100;21947;Min Købmand Skansevej;Skansevej;42;;9400;Nørresundby;9.92553;57.06394
;True;T100;21948;Min Købmand Tulipanvej Viborg;Tulipanvej;14;;8800;Viborg;9.40108;56.44414
;True;T100;21951;Min Købmand Nr. Uttrup;Nørre Uttrup Torv;15;;9400;Nørresundby;9.946967;57.068896
;True;T100;21963;Min Købmand Velling;Rydbjergvej;2;;6950;Ringkøbing;8.312745;56.054545
;True;T100;21964;Min Købmand Nr. Vorupør;Vesterhavsgade;103;;7700;Thisted;8.36752;56.95555
;True;T100;21965;Spar Nors;Skellet;2;Nors;7700;Thisted;8.67434;57.021375
;True;T100;21966;Min Købmand Vestervig;Klostergade;33;;7770;Vestervig;8.320821;56.762946
;True;T100;21967;Min Købmand Østerild;Østerild Byvej;79;ØSTERILD;7700;Thisted;8.849882;57.030183
;True;T100;21968;LUKKET Letkøb Ikast;Bygaden;6;ISENVAD;7430;Ikast;9.20506;56.095965
;True;T100;21970;Spar Hanstholm;Kaj Lindbergsgade;75;;7730;Hanstholm;8.597425;57.118515
;True;T100;21972;Letkøb Vorning;Vorningvej;75;TJELE;8830;Tjele;9.728165;56.527
;True;T100;21975;Spar Sjørring;Vorupørvej;48;SJØRRING;7700;Thisted;8.588182;56.952449
;True;T100;22049;Min Købmand Aalborg;Nr. Trandersvej;99;;9000;Aalborg;9.965885;57.036415
;True;T100;22050;MENY Ringkøbing;Badevej;1;SØNDERVIG;6950;Ringkøbing;8.11686;56.11905
;True;T100;22059;Købmand Munch Tornby;Strandvejen;31;;9850;Hirtshals;9.917335;57.558925
;True;T100;22060;Min Købmand Åbyen;Alligdamvej;1;;9850;Hirtshals;10.029145;57.562525
;True;T100;22073;Sæbygaardskolen;Sæbygårdsvej;34;;9300;Sæby;10.49983;57.334635
;True;T100;22211;LUKKET Spar Gødvad;Arendalsvej;29;;8600;Silkeborg;9.601895;56.193576
;True;T100;22213;Spar Virklund;Virklundvej;3;VIRKLUND;8600;Silkeborg;9.5618;56.130999
;True;T100;22266;LUKKET Kiosken Sjællandsgade ApS;Sjællandsgade;15-17;;8900;Randers;10.02046;56.46374
;True;T100;22280;Min Købmand Ullits;Foulumvej;12;ULLITS;9640;Farsø;9.286395;56.72658
;True;T100;22282;Spar Bælum;Østergade;8;;9574;Bælum;10.121473;56.830148
;True;T100;22301;Damsgaard Skibshandel;Langerak;45;;9900;Frederikshavn;10.551485;57.43636
;True;T100;22328;Min Købmand Ramsing;Kirke Allé;2;;7860;Spøttrup;8.84172;56.59639
;True;T100;22382;Spar Viborg;Falkevej;2;;8800;Viborg;9.38897;56.448885
;True;T100;22393;Anholt Skibproviantering - Letkøb;Gennem Landet;76;;8592;Anholt;10.925617;56.410371
;True;T100;2240;Dagli' Brugsen Dybvang;Mølletoften, Lyngby;2;LYNGBY;8570;Trustrup;10.7467;56.364555
;True;T100;22402;Reklameartikler - konsulenter;Ålborgvej;86;;9800;Hjørring;9.99603;57.433269
;True;T100;22403;Reklameartikler - konsulenter;Hjermvej;24-26;;7500;Holstebro;8.621125;56.38189
;True;T100;22407;Reklameartikler - konsulenter.;Skivevej;41;;9500;Hobro;9.7794;56.637935
;True;T100;22408;Reklameartikler - konsulenter.;Gjellerupvej;105;;8220;Brabrand;10.145125;56.146652
;True;T100;22427;Dagli' Brugsen Suldrup;Stensgade;6;;9541;Suldrup;9.699115;56.84795
;True;T100;22450;Fakta 237 Grenå;Nørregade;18;;8500;Grenå;10.878189;56.414556
;True;T100;22455;Kiwi Randers 160;Gammel Hobrovej;80;;8920;Randers Nv;10.01402;56.476705
;True;T100;2246;Kvickly Ebeltoft;Øster Alle;16;;8400;Ebeltoft;10.67974;56.196281
;True;T100;22466;Netto Brønderslev;;;;9700;Brønderslev;9.93137;57.269865
;True;T100;22513;Føtex Brønderslev;Østergade;43-53;;9700;Brønderslev;9.948027;57.265253
;True;T100;22523;Fakta Pandrup;Blokhusvej;9-11;;9490;Pandrup;9.674955;57.225215
;True;T100;22533;LUKKET E.V. Marked;Rolighedsvej;6;;8881;Thorsø;9.789215;56.296461
;True;T100;22540;Min Købmand Sejerslev;Sejersvej;26;Sejerslev;7900;Nykøbing Mors;8.86656;56.922385
;True;T100;22542;Kiwi Hjørring 161;Nørrebro;9;;9800;Hjørring;9.98525;57.463765
;True;T100;22543;Kiwi Herning 166;Ringstedvej;1;;7400;Herning;8.98944;56.141605
;True;T100;22546;Kiwi Thisted 162;Simons Bakke;72;;7700;Thisted;8.663453;56.949617
;True;T100;22548;Kiwi Hobro Syd 165;Thurøvej;9;;9500;Hobro;9.807011;56.625746
;True;T100;22552;Rema 1000 Sabro;Stillingvej;99;;8471;Sabro;10.021751;56.211316
;True;T100;22557;Superfrugt Brabrand;Emmasvej;1;;8220;Brabrand;10.129625;56.15815
;True;T100;22558;Fakta 235 Tranbjerg;Ingerslevtoften;2;;8310;Tranbjerg;10.118632;56.085108
;True;T100;22561;Netto Nibe;Kræmmergade;7;;9240;Nibe;9.636629;56.985547
;True;T100;22564;Fakta Storegade Hinnerup;Storegade;20;;8382;Hinnerup;10.062725;56.264745
;True;T100;22568;Netto Harlev;Brombærvej;1;;8462;Harlev J;10.005735;56.152165
;True;T100;22571;AB Catering A/S;Kystvejen;80;;9400;Nørresundby;9.98598;57.087625
;True;T100;22582;TFC Fast Food A/S;Skivevej;43;;9500;Hobro;9.776921;56.636333
;True;T100;22613;MENY Århus V;Viborgvej;277;;8210;Aarhus V;10.137943;56.177462
;True;T100;22634;BKI Kaffe A/S;Michael Drewsens Vej;6;;8270;Højbjerg;10.15868;56.108284
;True;T100;22635;Coffee Zone;Grønhøj Skivevej;7;;7470;Karup J;9.20998;56.366644
;True;T100;22636;HCH Gruppen;Priorsvej;31;;8600;Silkeborg;9.56827;56.204355
;True;T100;22643;Fakta Tårs 202;Guldregnvej;3;;9830;Tårs;10.114352;57.387707
;True;T100;22655;Tulip Food Company;Tulipvej 1;1;;8940;Randers SV;10.065593;56.411683
;True;T100;22667;Daglibrugsen Oddense;Gravene;1;;7860;Spøttrup;8.93089;56.654125
;True;T100;22682;KK Engros;Nørremarken;2;;6823;Ansager;8.707294;55.741801
;True;T100;22683;HKI Ost;Nørremarken;2;;6823;Ansager;8.707294;55.741801
;True;T100;22687;Letkøb Vejrumbro;Hovedgaden;24;;8830;Tjele;9.554115;56.44
;True;T100;22699;Netto Brabrand Centrallager;Rosbjergvej;35;;8220;Brabrand;10.051463;56.161758
;True;T100;22702;K.K. Engros I/S;Nørremarken 2, Skovlund;;;6823;Ansager;8.703125;55.74112
;True;T100;22734;Brabrand Mejeri;Gjellerupvej;105;;8220;Brabrand;10.145125;56.146652
;True;T100;22739;L.C.Lauritsen Silkeborg;Priorsvej;31;;8600;Silkeborg;9.56827;56.204355
;True;T100;22751;Min Købmand Funder;Funder Kirkevej;83;;8600;Silkeborg;9.439405;56.155485
;True;T100;2279;LokalBrugsen Fjellerup;Strandvejen;8;FJELLERUP;8585;Glesborg;10.58816;56.506484
;True;T100;22837;Netto Randers building number;Energivej;22;;8920;Randers;10.025835;56.47199
;True;T100;22840;Hørkram Foodservice A/S;Torshøjvej 59, Kolt;;;8362;Hørning;10.03185;56.108186
;True;T100;22859;Rema 1000 Århus;Frederiksgade;85;;8000;Aarhus C;10.203385;56.153935
;True;T100;22863;LUKKET Kiwi Thisted Iversensvej 104;Iversensvej;1;;7700;Thisted;8.7128;56.954665
;True;T100;22872;Vebbestrup Flødeis;Sdr. Truevej;1;Vebbestrup;9500;Hobro;9.822982;56.724037
;True;T100;22903;Letkøb Viby J;Rosenvangsallè;50;;8260;Viby J;10.18105;56.13173
;True;T100;22906;Fakta Ringkøbing;Skaadsmosevej;17;;6950;Ringkøbing;8.272175;56.08636
;True;T100;2292;LokalBrugsen Århusbakken;Spættevej;16;;8600;Silkeborg;9.566465;56.169015
;True;T100;22989;Forsynings Virksomhederne;Adr. Stigsborg Brygge;5;;9400;Nørresundby;9.935558;57.055328
;True;T100;22994;Forsynings Virksomhederne;Hjulmagervej 24;;;9000;Ålborg;9.922295;57.03939
;True;T100;23004;Netto Tranbjerg;Børupvej;3;;8310;Tranbjerg J.;10.129109;56.095023
;True;T100;23005;Letkøb Femmøller;Kystvejen;1;Femmøller;8400;Ebeltoft;10.611765;56.229545
;True;T100;2302;Superbrugsen Galten;Søndergade;47;;8464;Galten;9.90197;56.149785
;True;T100;23074;Fakta Randers;Energivej;22;;8920;Randers Nv;10.025835;56.47199
;True;T100;23078;Købmand Smedegård I/S;Sjællandsgade;103;;8000;Aarhus C;10.205115;56.163075
;True;T100;2308;Dagli' Brugsen Gassum;Amtsvejen;31;GASSUM;8981;Spentrup;9.996143;56.575309
;True;T100;23080;Rema 1000 Mårslet Butik 903;Mårslet Byvej;28;;8320;Mårslet;10.168221;56.073706
;True;T100;23082;Rema 1000 Frejlev Butik 898;Nibevej;308;;9200;Ålborg Sv;9.817423;57.00686
;True;T100;23105;AB Catering Hinnerup;Beta;1;;8382;Hinnerup;10.110099;56.23524
;True;T100;23109;Min Købmand Mørke;Ebeltoftvej;20;;8544;Ebeltoft;10.375805;56.33759
;True;T100;23151;Føtex Hjørring;Bispetorv;40;;9800;Hjørring;9.992952;57.455381
;True;T100;2318;Superbrugsen Glesborg;Glesborg Bygade;54;;8585;Glesborg;10.72551;56.478367
;True;T100;23353;Rema 1000 Sunds Butik 899;Thorupvej;2;;7451;Sunds;9.019789;56.198916
;True;T100;23358;Rema 1000 Skovby Butik 897;Skovlundvej;5;;8464;Galten;9.94444;56.156526
;True;T100;23362;Norway Seafood;Djurslandskajen;5;;8500;Grenå;10.922999;56.415171
;True;T100;23366;LUKKET Kiwi Herning Holstebrovej;Holstebrovej;33;;7400;Herning;8.946248;56.138772
;True;T100;23374;Rema 1000 Aalborg Øst Butik 893;Stenbjergvej;1;;9220;Aalborg;10.005007;57.040904
;True;T100;23392;Fakta Grenå;Østerbrogade;63;;8500;Grenå;10.88787;56.414335
;True;T100;23403;Fakta Marsvej Randers;Marsvej;26;;8960;Randers Sø;10.059813;56.429082
;True;T100;23409;Fakta  Aalborgvej Brønderslev;Aalborgvej;80;;9700;Brønderslev;9.96884;57.260815
;True;T100;23421;Netto Brabrand;Silkeborgvej;650;;8220;Brabrand;10.097279;56.153541
;True;T100;23424;Min Købmand Halvrimmen;Aalborgvej;14;;9460;Brovst;9.58668;57.10995
;True;T100;23425;Handshake;Kongsvangs Allé;23;;8000;Aarhus C;10.186075;56.140111
