Violation;status;TransportationDate;order No;Wave;order_status_name;order_kind;ReasonCode;PickUp;Customer;SAP Route;Route;Shipment;Customer No;udf_sequencenumber;Customer Name;Zipcode;City;TW From;TW Till;ETA;PromisedTime;RCE;Distance;udf_DeleteFromDB
;;09-11;2047082757;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;16682;;Rema 1000 Helsted;8920;Randers Nv;00:01;06:10;04:24;05:40;4.68;25.11;
;;09-11;929828;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;16678;12;Rema 1000 Tranbjerg;8310;Tranbjerg;00:01;06:50;04:25;06:20;2.94;79.34;
;;09-11;930229;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH042;DKH042;12083616;14419;2;Rema 1000 Svenstrup;9230;Svenstrup;00:01;07:55;04:25;07:25;3.84;44.39;
;;09-11;930020;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;5312;2;Dagli' Brugsen Mejrup;7500;Holstebro;00:01;05:40;04:25;05:10;2.00;83.73;
;;09-11;929918;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;72650;4;MENY Østervrå;9750;Østervrå;00:01;06:55;04:27;06:25;2.81;101.08;
;;09-11;929972;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH100;DKH100;12083583;25967;4;SPAR FREDERIKSHAVN, LÆSØGADE;9900;Frederikshavn;00:01;06:00;04:27;05:30;3.06;117.09;
;;09-11;930210;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24462;2;Højslev Skole;7840;Højslev;00:01;12:30;04:28;12:00;0.52;45.58;
;;09-11;930151;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH501;12083610;25994;3;SPAR SULDRUP;9541;Suldrup;00:01;05:30;04:28;05:00;6.91;28.18;
;;09-11;929931;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;14380;10;Rema 1000 Nørregade Skive;7800;Skive;00:01;05:30;04:28;05:00;2.36;50.70;
;;09-11;930113;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH031;DKH031;12083596;2748;3;Dagli' Brugsen Thorsager;8410;Rønde;00:01;05:25;04:28;04:55;1.52;63.85;
;;09-11;929761;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;23764;5;Rema 1000 Overlund Butik 909;8800;Viborg;00:00;04:30;04:31;04:00;3.20;34.40;
;;09-11;930053;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;21217;2;Min Købmand Hodsager;7490;Aulum;00:01;07:00;04:31;06:30;0.52;81.68;
;;09-11;930233;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;26665;3;Superbrugsen Auning;8963;Auning;00:01;03:40;04:32;03:10;1.00;53.86;
;;09-11;930182;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;27344;6;Fakta Nattegalvej Randers;8930;Randers NØ;00:01;06:30;04:32;06:00;1.00;28.12;
;;09-11;930013;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;5607;2;Superbrugsen Vinderup;7830;Vinderup;00:01;07:30;04:32;07:00;1.52;71.87;
;;09-11;929876;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;5458;5;Superbrugsen Sunds;7451;Sunds;00:01;06:20;04:33;05:50;2.00;77.29;
;;09-11;929907;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;72209;8;Spar Hune;9492;Blokhus;00:01;05:40;04:33;05:10;2.83;87.11;
;;09-11;930211;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24463;3;Nr. Søby Skole;7840;Højslev;00:01;12:30;04:33;12:00;0.52;47.50;
;;09-11;929890;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;60134;3;Netto Hadsten;8370;Hadsten;00:01;05:35;04:33;05:05;1.52;45.68;
;;09-11;929867;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;23628;3;Daglibrugsen Vivild;8961;Allingeåbro;00:01;06:00;04:34;05:30;1.52;59.40;
;;09-11;930038;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;14371;7;Rema 1000 Lemvig;7620;Lemvig;00:01;05:35;04:34;05:05;2.78;115.44;
;;09-11;929781;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;14365;2;Rema 1000 Herning;7400;Herning;00:01;06:30;04:34;06:00;2.00;83.73;
;;09-11;929683;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;14830;6;Netto Hammel;8450;Hammel;00:00;05:50;04:34;05:20;1.52;56.49;
;;09-11;930066;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH061;DKH061;12083592;12734;5;Fakta Ålborg  Ø;9220;Ålborg Øst;00:01;07:30;04:36;07:00;1.00;56.84;
;;09-11;930006;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;13261;3;Superen Skallerup Klit;9800;Hjørring;00:01;05:45;04:37;05:15;1.52;120.74;
;;09-11;929846;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;27005;5;Rema 1000 Århus C Butik 951;8000;Århus C;00:01;06:30;04:37;06:00;2.52;66.53;
;;09-11;930086;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH060;DKH060;12083594;27332;2;Fakta Padborgvej Silkeborg;8600;Silkeborg;00:01;05:30;04:39;05:00;1.52;81.73;
;;09-11;930283;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH050;DKH050;12083590;5203;4;Dagli' Brugsen Hundborg;7700;Thisted;04:30;05:30;04:39;05:00;1.00;117.68;
;;09-11;929994;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;2115;5;Superbrugsen Solbjerg;8355;Solbjerg;00:01;06:00;04:39;05:30;1.00;81.56;
;;09-11;929810;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;27378;4;Fakta Brønderslev;9700;Brønderslev;00:01;04:45;04:40;04:15;1.00;84.11;
;;09-11;930014;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;27333;3;Fakta Vinderup;7830;Vinderup;00:01;07:40;04:41;07:10;1.04;72.06;
;;09-11;930099;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;21168;8;Kvickly Års;9600;Års;00:01;06:30;04:41;06:00;2.52;29.44;
;;09-11;930115;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH031;DKH031;12083596;73143;5;MENY Rønde;8410;Rønde;00:01;05:55;04:43;05:25;3.42;65.42;
;;09-11;929891;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;21486;4;Kiwi Hadsten 109;8370;Hadsten;00:01;05:50;04:43;05:20;1.00;46.04;
;;09-11;929919;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;15371;5;Fakta Øster Vrå;9750;Øster Vrå;00:01;07:10;04:44;06:40;1.52;101.08;
;;09-11;930021;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH092;DKH092;12083588;14369;3;Rema 1000 Nørreport Holstebro;7500;Holstebro;00:01;06:30;04:44;06:00;3.26;88.66;
;;09-11;929788;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;13743;1;Spar Borbjerg;7500;Holstebro;00:01;07:30;04:44;07:00;7.91;88.35;
;;09-11;930272;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;52845;11;Min Købmand Skive;7800;Skive;04:00;05:15;04:44;04:45;2.54;52.53;
;;09-11;930212;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24448;4;Brårup Skole;7800;Skive;00:01;12:30;04:45;12:00;0.52;50.95;
;;09-11;930154;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH090;12083603;21523;6;Kiwi Støvring 137;9530;Støvring;00:01;03:30;04:45;03:00;2.00;29.63;
;;09-11;930234;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;21525;4;Kiwi Auning 112;8963;Auning;00:01;04:30;04:45;04:00;4.52;54.03;
;;09-11;930184;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH122;12083606;12692;8;Netto 547;8930;Randers Nø;00:01;06:30;04:46;06:00;2.75;30.03;
;;09-11;929782;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;23631;3;Rema 1000 Herning III Butik 918;7400;Herning;00:01;07:30;04:46;07:00;3.00;85.68;
;;09-11;929961;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;5646;4;Superbrugsen Øster Jølby;7950;Erslev;00:01;05:40;04:46;05:10;2.00;88.93;
;;09-11;929981;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH131;DKH131;12083584;14621;4;Fakta Rådhus Centret Sæby;9300;Sæby;00:01;06:15;04:47;05:45;1.00;105.78;
;;09-11;930179;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH122;DKH063;12083581;5209;3;Netto Hvedevej;8920;Randers Nv;00:01;05:15;04:47;04:45;2.00;27.61;
;;09-11;929829;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;27386;13;Fakta Hørning;8362;Hørning;00:01;07:05;04:47;06:35;1.52;75.58;
;;09-11;929877;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;11946;6;Fakta Sunds;7451;Sunds;00:01;06:30;04:48;06:00;1.00;77.28;
;;09-11;929943;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;5577;1;Dagli' Brugsen Vesløs;7742;Vesløs;00:01;06:15;04:48;05:45;1.00;83.54;
;;09-11;929751;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH061;DKH061;12083592;27683;8;KIWI Saltumvej;9220;Aalborg Øst;00:00;11:00;04:48;10:30;8.93;57.04;
;;09-11;929798;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;27373;7;Fakta Hammel;8450;Hammel;00:01;06:05;04:49;05:35;1.00;56.71;
;;09-11;930203;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;7094;9;Dagli' Brugsen Hou;9370;Hals;00:01;06:10;04:50;05:40;1.52;86.74;
;;09-11;930076;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;50483;4;Superbrugsen Brovst;9460;Brovst;00:01;09:35;04:50;09:05;2.00;80.03;
;;09-11;929835;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;27079;1;Fakta Ringvej Syd 84;8260;Viby J;00:01;10:30;04:50;10:00;1.00;78.88;
;;09-11;930054;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;14368;3;Rema 1000 Avlum;7490;Avlum;00:01;07:00;04:51;06:30;4.26;86.34;
;;09-11;929932;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;5689;12;Daglig Brugsen Resen;7800;Skive;00:01;08:30;04:52;08:00;1.52;52.97;
;;09-11;930192;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;21620;6;Løvbjerg Viborg;8800;Viborg;00:01;05:45;04:52;05:15;2.94;34.40;
;;09-11;929995;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;21541;6;Fakta Solbjerg;8355;Solbjerg;00:01;06:20;04:53;05:50;1.00;80.67;
;;09-11;930213;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24451;5;Friskolen I Skive;7800;Skive;00:01;12:30;04:54;12:00;0.52;50.39;
;;09-11;930531;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;15225;4;Min Købmand Nørager;8961;Allingåbro;04:00;06:30;04:54;06:00;4.08;64.21;
;;09-11;929804;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH093;DKH093;12083563;14413;1;Rema 1000 Hornbæk;8920;Randers Nv;00:01;06:30;04:54;06:00;1.91;27.28;
;;09-11;930114;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH031;DKH031;12083596;27335;4;Fakta Rønde;8410;Rønde;00:01;05:45;04:55;05:15;1.52;65.27;
;;09-11;929973;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;26033;7;Fakta Strandby - Elling;9900;Frederikshavn;00:01;06:00;04:56;05:30;2.94;124.09;
;;09-11;929892;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;26678;5;Kvickly Hadsten;8370;Hadsten;00:01;05:30;04:56;05:00;2.52;45.87;
;;09-11;929799;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;2364;8;Superbrugsen Hammel;8450;Hammel;00:01;07:30;04:57;07:00;1.00;56.51;
;;09-11;930039;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;13281;8;Min Købmand Lemvig;7620;Lemvig;00:01;06:50;04:57;06:20;4.31;121.34;
;;09-11;929933;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;14525;13;Fakta Frugtparken Skive;7800;Skive;00:01;05:30;04:57;05:00;1.00;52.97;
;;09-11;929686;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;27265;5;Rema 1000 Brønderslev II Butik 969;9700;Brønderslev;00:00;07:30;04:57;07:00;3.26;85.17;
;;09-11;929830;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH101;DKH101;12083566;2435;14;Superbrugsen Hørning;8362;Hørning;00:01;06:30;04:57;06:00;2.42;75.47;
;;09-11;929748;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;14381;4;Rema 1000 Vinderup;7830;Vinderup;00:00;07:45;04:58;07:15;1.94;82.27;
;;09-11;929701;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH010;DKH010;12083569;24441;22;Snedsted Skole;7752;Snedsted;00:00;12:00;04:58;23:00;0.52;103.42;
;;09-11;929817;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH052;DKH052;12083565;15594;1;A.J. Skjern  i  Randers;8920;Randers Nv;00:01;06:00;04:58;05:30;2.04;23.78;
;;09-11;930214;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24452;6;Aakjærskolen;7800;Skive;00:01;12:30;04:58;12:00;0.52;50.91;
;;09-11;930046;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH050;DKH050;12083590;52211;5;MENY, Nr.Vorupør;7700;Thisted;00:01;07:30;04:58;07:00;2.54;126.06;
;;09-11;930155;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH090;12083603;72816;7;MENY Støvring;9530;Støvring;00:01;04:30;04:59;04:00;4.00;29.84;
;;09-11;929878;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH130;DKH130;12083574;23353;7;Rema 1000 Sunds Butik 899;7451;Sunds;00:01;06:00;04:59;05:30;1.94;77.01;
;;09-11;930100;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;21061;9;Fakta Aars;9600;Aars;00:01;06:35;05:00;06:05;1.52;29.44;
;;09-11;929908;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;23594;9;DagliBrugsen Blokhus;9492;Blokhus;00:01;05:15;05:01;04:45;0.52;89.40;
;;09-11;929836;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH102;DKH102;12083567;26897;2;Kvickly Viby;8260;Viby J;00:01;08:00;05:01;07:30;4.30;78.88;
;;09-11;929847;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH091;DKH091;12083568;11961;7;Kvickly Bruuns Galleri;8000;Aarhus C;00:01;06:15;05:02;05:45;3.00;68.12;
;;09-11;930327;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;52454;2;Min Købmand Frøstrup;7741;Frøstrup;04:45;06:30;05:02;06:00;1.00;89.07;
;;09-11;929982;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH131;DKH131;12083584;21394;5;MENY Sæby;9300;Sæby;00:01;06:30;05:03;06:00;7.40;105.98;
;;09-11;929753;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;23715;5;Spar Silkeborg;8600;Silkeborg;00:00;06:20;05:04;05:50;3.83;70.07;
;;09-11;929762;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH141;DKH141;12083607;50988;7;Netto Rds.Vej Viborg;8800;Viborg;00:00;07:25;05:06;06:55;2.26;35.38;
;;09-11;929920;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;83178;6;Superland Tårs;9830;Tårs;00:01;06:30;05:06;06:00;5.31;99.48;
;;09-11;930074;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH151;DKH151;12083593;25588;2;Fakta Brovst;9460;Brovst;00:01;09:30;05:07;09:00;1.94;80.08;
;;09-11;930215;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24455;7;Skivehus Skole;7800;Skive;00:01;12:30;05:08;12:00;0.52;52.53;
;;09-11;930132;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;26827;1;Kvickly Hobro;9500;Hobro;00:01;06:30;05:08;06:00;1.00;1.71;
;;09-11;929951;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;72950;1;S-Engros Randers;8920;Randers Nv;00:01;05:30;05:10;05:00;1.00;26.75;
;;09-11;930297;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH111;DKH111;12083582;22540;5;Min Købmand Sejerslev;7900;Nykøbing Mors;05:00;07:35;05:10;07:05;1.00;97.95;
;;09-11;930183;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH122;DKH122;12083606;14416;7;Rema 1000 Dronningb.- 760;8930;Randers Nø;00:01;07:30;05:10;07:00;3.84;30.02;
;;09-11;929743;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;23551;14;Netto Skive;7800;Skive;00:00;07:00;05:10;06:30;1.00;52.09;
;;09-11;930161;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH103;DKH103;12083604;13451;1;Spar Valsgård;9500;Hobro;00:01;06:00;05:11;05:30;5.38;6.90;
;;09-11;930204;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH040;DKH040;12083608;26804;10;Dagli' Brugsen Ulsted;9370;Hals;00:01;06:35;05:11;06:05;1.52;79.83;
;;09-11;930230;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH042;DKH042;12083616;7287;3;Superbrugsen Svenstrup;9230;Svenstrup J;00:01;08:30;05:12;08:00;3.84;44.39;
;;09-11;930307;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;736;1;Føtex Egå;8250;Egå;05:00;07:00;05:12;06:30;1.52;68.37;
;;09-11;930305;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH124;DKH124;12083597;14608;2;Spar Fårup;8990;Fårup;05:00;07:05;05:13;06:35;4.70;14.32;
;;09-11;929702;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH010;DKH010;12083569;26347;23;Sønderhå-Hørsted Friskole;7752;Snedsted;00:00;12:00;05:13;23:00;0.52;109.45;
;;09-11;930247;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH083;DKH083;12083619;14367;2;Rema 1000 Karup;7470;Karup J;00:01;05:10;05:13;04:40;2.78;61.59;
;;09-11;930235;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;2608;5;Dagli' Brugsen Pindstrup;8550;Ryomgård;00:01;07:30;05:14;07:00;1.00;59.16;
;;09-11;929667;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH112;DKH112;12083575;27712;6;Rema 1000 Hadsten Butik 974;8370;Hadsten;06:15;06:45;05:14;06:15;2.42;46.30;
;;09-11;930101;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH020;DKH020;12083595;5440;10;Netto Års;9600;Års;00:01;06:00;05:14;05:30;1.84;29.44;
;;09-11;929684;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH110;DKH110;12083562;21487;9;Kiwi Hammel 111;8450;Hammel;00:00;06:30;05:15;06:00;1.00;56.36;
;;09-11;930278;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;60144;2;Føtex Hobro;9500;Hobro;04:00;07:00;05:15;06:30;2.52;2.24;
;;09-11;930216;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH014;DKH014;12083609;24453;8;Resen Skole;7800;Skive;00:01;12:30;05:16;12:00;0.52;53.49;
;;09-11;930003;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH030;DKH030;12083585;22558;16;Fakta 235 Tranbjerg;8310;Tranbjerg;00:01;10:00;05:16;09:30;1.00;78.23;
;;09-11;930007;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH070;DKH070;12083586;21875;5;Color Line Danmark Super Speed 1;9850;Hirtshals;00:01;06:30;05:16;06:00;4.60;120.75;
;;09-11;930116;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH031;DKH031;12083596;73795;6;Netto Rønde;8410;Rønde;00:01;06:15;05:17;05:45;2.04;65.42;
;;09-11;929974;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH100;DKH100;12083583;21530;8;Kiwi Ålbæk 118;9982;Ålbæk;00:01;07:00;05:18;06:30;6.14;137.23;
;;09-11;929789;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH001;DKH001;12083561;54517;2;Min Købmand Hjerm;7560;Hjerm;00:01;07:05;05:18;06:35;5.93;89.90;
;;09-11;929783;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH082;DKH082;12083560;5122;4;Dagli'Brugsen Frem Arnborg;7400;Herning;00:01;05:40;05:19;05:10;1.00;100.25;
;;09-11;929744;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH120;DKH120;12083578;14379;15;Rema 1000 Holstebrovej Skive;7800;Skive;00:00;07:10;05:20;06:40;6.30;51.86;
;;09-11;930296;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH143;DKH143;12083580;21967;3;Min Købmand Østerild;7700;Thisted;05:00;06:40;05:21;06:10;3.31;91.21;
;;09-11;929703;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH010;DKH010;12083569;24442;24;Koldby Skole;7752;Snedsted;00:00;12:00;05:22;23:00;0.52;105.21;
;;09-11;930077;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH151;DKH151;12083593;14459;5;Rema 1000 Brovst;9460;Brovst;00:01;08:50;05:22;08:20;2.00;80.28;
;;09-11;930069;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH061;DKH061;12083592;25972;9;SPAR AALBORG ØST;9220;Aalborg Ø;00:01;05:00;05:22;04:30;2.00;55.84;
;;09-11;929868;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH021;DKH021;12083573;2279;5;LokalBrugsen Fjellerup;8585;Glesborg;00:01;05:45;05:22;05:15;1.00;69.16;
;;09-11;929909;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH140;DKH140;12083576;72697;10;MENY Saltum;9493;Saltum;00:01;06:20;05:23;05:50;8.55;87.01;
;;09-11;930156;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH090;DKH090;12083603;11622;8;Fakta Støvring;9530;Støvring;00:01;03:45;05:24;03:15;1.00;30.06;
;;09-11;930055;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH071;DKH071;12083591;25888;4;Fakta Aulum;7490;Aulum;00:01;07:00;05:24;06:30;1.91;86.64;
;;09-11;930015;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH051;DKH051;12083587;23795;5;Fakta Struer;7600;Struer;00:01;09:15;05:26;08:45;2.00;93.62;
;;09-11;930133;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH113;DKH113;12083600;27364;3;Fakta Hobro;9500;Hobro;00:01;08:30;05:27;08:00;0.52;1.68;
;;09-11;930040;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH080;DKH080;12083589;5162;9;Dagli' Brugsen Harboør;7673;Harboør;00:01;08:45;05:27;08:15;1.00;133.70;
;;09-11;930237;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH132;DKH132;12083617;2538;7;Superbrugsen Mariemagdalene;8550;Ryomgård;00:01;08:30;05:28;08:00;2.00;64.61;
;;09-11;929952;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH063;DKH063;12083581;2714;2;Dagli' Brugsen Stevnstrup;8870;Langå;00:01;07:00;05:29;06:30;1.00;31.45;
;;09-11;929921;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH121;DKH121;12083577;22643;7;Fakta Tårs 202;9830;Tårs;00:01;06:15;05:30;05:45;1.52;99.70;
;;09-11;930290;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH041;DKH041;12083564;26807;6;Superbrugsen Vrå;9760;Vrå;05:00;06:00;05:30;05:30;1.52;99.28;
;;09-11;930047;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH050;DKH050;12083590;26461;7;SPAR SNEDSTED;7752;Snedsted;00:01;07:00;05:30;06:30;7.46;104.23;
;;09-11;930087;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH060;DKH060;12083594;20937;6;Fakta Randersvej Silkeborg;8600;Silkeborg;00:01;06:45;05:30;06:15;2.84;75.71;
;;09-11;930142;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH023;DKH023;12083601;14384;2;Rema 1000 Egå;8250;Egå;00:01;07:31;05:30;07:01;4.94;70.78;
;;09-11;930231;1;PlanningComplete;Delivery;0;T100;Hobro Mejericenter;DKH042;DKH042;12083616;13556;4;Fakta Svenstrup;9230;Svenstrup J;00:01;08:00;05:30;07:30;1.00;44.35;
;;09-11;930147;1;PlanningComplete;Delivery;1;T100;Hobro Mejericenter;DKH024;DKH024;12083602;12695;1;Fakta Mundelstrup;8381;Tilst;00:01;07:30;05:31;07:00;1.52;64.25;
